magnitude,depth,population_density,infrastructure,urban,time_night,distance,damage,casualty_risk,blackout
7.5,9.771471089077508,1051,8,1,0,198.26932849547205,Medium,Low,Risk
5.9,11.925674359950833,5294,9,0,1,41.95768447054882,Low,Medium,Safe
5.9,43.27296185010052,7169,4,0,1,206.37308162673807,High,High,Risk
7.3,33.052596934554614,4116,10,0,1,274.0766137684101,Low,Medium,Risk
5.1,27.076510690324543,2895,10,0,0,182.9663632373326,Low,Low,Safe
4.5,31.69542739632779,9723,9,0,1,168.39675863030868,Low,High,Safe
5.6,81.33086061320404,8899,4,0,0,288.3743621384704,Medium,Medium,Failure
5.3,93.27666509502612,5366,10,1,0,188.59157003943807,Low,Low,Safe
5.3,43.48475598011881,472,10,0,1,78.60557954865169,Low,Low,Safe
5.1,91.08054520258722,6765,10,1,1,88.42491613047439,Low,Medium,Safe
4.2,35.54209161854878,4316,9,0,1,211.88668611824224,Low,Low,Safe
4.1,50.2615137026602,7599,7,1,1,220.8955415737637,Low,Medium,Risk
8.4,26.472754792519975,6366,2,1,1,91.74537330491555,High,High,Failure
5.9,65.84522400670518,2760,9,1,0,104.25784939997273,Low,Low,Safe
5.7,98.00320594160685,8694,4,1,0,297.32589611298704,Medium,High,Risk
7.1,62.33184412412097,8119,8,0,0,31.483812324502956,Medium,Medium,Risk
5.0,38.99233799078714,1707,7,0,1,121.9888635035897,Low,Low,Risk
8.3,66.5426573691002,2591,7,0,0,19.67181182805473,Medium,Low,Risk
7.5,16.67746445421182,6813,8,0,1,246.50243023747407,Medium,Medium,Risk
4.4,89.42261262521286,3125,1,1,1,28.611405844684242,Low,Medium,Risk
5.9,52.79297532408445,3214,5,1,0,202.52819958235062,Medium,Medium,Risk
8.0,47.688225493766,2103,2,1,0,17.888543777041132,High,Medium,Failure
8.3,60.657154903084326,8529,2,0,1,202.18365630509766,High,High,Failure
6.1,64.35446696499324,5787,1,1,0,253.06804713138328,Medium,Medium,Failure
6.8,11.818701591518739,3267,5,0,1,120.24763655029315,Medium,Medium,Risk
4.8,69.84863601622322,1497,2,1,0,157.1158215362209,Low,Low,Risk
8.5,27.98350962997531,6059,4,1,0,121.06097966357946,High,Medium,Failure
5.0,72.82550008812603,657,3,1,0,90.84613883115904,Low,Low,Risk
8.2,83.14080546649869,4602,3,1,0,241.17575678751132,High,Medium,Failure
6.9,81.37605821748943,1814,2,1,0,82.32876954556592,Medium,Low,Failure
6.7,57.48759190374947,9467,6,0,1,217.16008389244467,High,High,Risk
6.3,54.41613976952136,9477,2,1,0,62.652926697305475,High,High,Failure
5.0,18.57321632724411,9271,8,0,0,75.70628502742055,Low,Medium,Safe
4.8,78.65788428829788,2721,8,0,0,101.60188761058646,Low,Low,Safe
5.0,30.783891142437867,6569,5,0,1,177.15775684074268,Low,Medium,Risk
4.8,52.186065167704925,4012,10,0,1,136.87227342870278,Low,Low,Safe
7.5,32.006038828114086,3227,7,0,1,223.7982981385183,Medium,Medium,Risk
5.6,17.713694484970848,3772,4,0,1,64.8566228005215,Medium,Medium,Risk
4.3,64.80798120471498,4956,1,0,1,4.191014066801401,Medium,High,Risk
8.4,10.161543308175863,7313,2,0,0,233.1906840637808,High,High,Failure
8.0,76.121297241989,5104,10,1,0,246.67315083014165,Medium,Low,Risk
8.2,35.170745549806085,9717,10,1,0,18.784568769408477,High,Medium,Safe
8.5,5.012795835426106,858,4,0,1,183.66134912536054,High,Medium,Failure
4.8,53.55726822753683,9220,1,0,1,114.0838283780503,Medium,High,Risk
5.8,9.450931310122296,775,8,0,0,238.37480090316052,Low,Low,Risk
7.4,31.23610799298545,7751,9,1,1,262.4499517047471,Medium,Medium,Risk
7.1,72.16276630829303,1266,4,1,1,255.45012627237747,Medium,Medium,Failure
4.7,10.955514054077257,4101,10,0,1,233.38406995790479,Low,Low,Safe
7.7,84.73715677382022,2247,3,0,0,81.44661639390672,Medium,Low,Failure
5.0,5.362892652565395,2856,2,1,0,243.7550034269267,Medium,Medium,Failure
5.0,28.448267574180715,9020,5,1,1,160.51006429598152,Low,High,Risk
6.4,75.38588533444678,1022,3,0,1,16.774227834795155,Medium,Medium,Risk
6.7,35.045664224284145,5684,10,0,1,137.62471611957645,Low,Medium,Safe
6.6,14.679776866271284,7533,7,0,1,282.705217191968,Medium,Medium,Risk
4.4,39.22222228604065,2173,6,0,0,266.46994557093024,Low,Low,Risk
7.9,30.687362206529926,8840,1,1,1,31.577020018137695,High,High,Failure
5.2,85.05763070525272,274,8,1,0,223.4938790285967,Low,Low,Safe
4.6,34.7680521705886,9082,2,0,0,241.9320669215122,Medium,High,Failure
8.0,79.94858481872069,1864,5,0,0,82.14506828279268,Medium,Low,Risk
8.3,89.7278537570198,1156,9,0,1,142.0109626515866,Low,Low,Risk
7.9,46.2126548597703,174,8,1,0,213.5853944976412,Medium,Low,Risk
7.6,91.44459866616724,3296,2,0,0,132.27340515752323,High,Medium,Failure
6.9,40.84521512650332,2981,9,0,1,34.726278741106505,Low,Low,Safe
6.5,96.58744956656028,3021,5,0,1,212.05885095983476,Low,Medium,Risk
4.4,13.482504829929429,2067,10,1,1,273.57996823085574,Low,Low,Safe
5.8,70.26683031780806,7465,6,0,0,196.09293379344112,Low,Medium,Risk
5.7,51.91233384340823,2465,3,1,1,232.36642382214114,Medium,Medium,Failure
5.2,41.82663651828647,3146,3,0,0,108.15039816169072,Medium,Low,Risk
7.3,65.10762848111709,1659,10,0,0,55.77627529286382,Low,Low,Safe
6.2,71.86642370526147,767,8,0,1,193.18932482386947,Low,Low,Risk
4.4,5.4145106167793635,3611,10,1,0,99.00359054652445,Low,Low,Safe
5.0,20.860543430983878,9258,10,0,0,258.16198217794806,Low,Medium,Safe
7.1,72.73937481026027,6832,2,0,0,37.66578694342397,High,Medium,Failure
4.3,68.30661428992961,1098,2,1,0,130.605646220204,Low,Low,Risk
7.8,96.77451298722434,9599,5,1,1,119.62155254004736,High,High,Failure
6.2,77.29859007382439,8357,6,1,0,281.47810221262495,Medium,Medium,Risk
6.2,95.32340723447712,7955,2,0,1,46.78730538071676,Medium,High,Failure
6.7,71.74134764580666,5628,5,1,0,3.944200678591274,Medium,Medium,Risk
7.7,33.3149598207471,1670,7,0,0,72.18747862932815,Medium,Low,Risk
5.6,15.009667613831365,6598,10,1,1,246.26278107082769,Low,Medium,Safe
7.1,79.27326701776889,7431,10,1,0,63.587222998058095,Low,Low,Safe
6.5,66.19417604021201,4830,8,1,0,73.02254104793933,Low,Low,Risk
5.2,9.577671177363142,3842,7,0,0,39.83974255650643,Low,Low,Safe
8.0,39.20479426059294,2991,8,0,0,214.9154247796856,Medium,Low,Risk
7.6,95.89598247100719,5745,9,0,0,21.683082961119737,Low,Low,Safe
7.0,52.538108842469114,6451,5,0,0,100.03128239622797,Medium,Medium,Risk
7.8,46.10926792187194,9219,5,0,1,85.4671192596684,High,High,Risk
7.9,48.48146249013293,6247,10,0,1,166.99275920725628,Medium,Medium,Risk
7.2,24.843858780490553,5500,4,0,1,219.39446324090093,High,Medium,Failure
7.8,40.02718123215554,9025,9,0,0,160.33005397432748,Medium,Medium,Risk
7.1,40.13225931878178,8482,5,0,0,279.3767718995452,Medium,Medium,Failure
7.1,9.973726917809877,5924,2,1,0,285.48134902731226,High,Medium,Failure
6.8,77.91892470920223,1603,10,1,1,109.0781332210561,Low,Low,Safe
7.4,44.567921030868504,1062,8,0,0,233.52643250619292,Low,Low,Risk
4.7,83.10708924756021,8428,7,0,1,221.9016135971887,Low,Medium,Risk
8.0,85.78306010639007,1931,8,0,0,267.99641291974336,Low,Low,Risk
7.9,25.139435196372517,6849,3,0,0,134.93514842210328,High,Medium,Failure
4.1,67.44858080616221,4636,4,1,0,159.61148297213987,Low,Medium,Risk
7.7,49.86677139548326,8672,5,1,1,125.31651976089063,High,High,Risk
4.6,88.61489010254108,8480,6,0,0,255.26269887061198,Low,Medium,Risk
5.5,25.49536452176314,6497,1,1,1,69.68099229327818,High,High,Failure
7.3,69.39225402945421,2395,4,1,0,72.67301439449096,Medium,Low,Risk
4.7,62.736451614008644,125,10,0,0,112.40892596954686,Low,Low,Safe
7.7,33.053640369324114,9598,5,0,1,69.872506798603,High,High,Risk
7.7,17.9770858468614,5927,7,0,0,168.7410440880613,Medium,Low,Risk
6.3,66.90577724534128,6835,5,0,0,41.21254184215519,Medium,Medium,Risk
4.0,75.16675852257141,4972,1,1,0,96.73567960181255,Low,Medium,Failure
5.3,34.98459765751825,8140,7,0,0,274.1199648442014,Low,Medium,Risk
6.8,66.25909738211982,2380,8,1,1,123.35841857734698,Low,Low,Risk
8.4,42.53743622309281,4736,7,0,1,224.72188123155925,Medium,Medium,Risk
6.8,72.75465391184868,1952,4,1,0,34.92519532026563,Medium,Medium,Risk
5.2,23.925451114935044,4720,8,0,0,75.02178793439361,Low,Low,Safe
6.9,89.57042525043657,7193,5,0,1,242.3963407389102,Medium,High,Failure
6.4,32.30391166423007,2109,10,1,0,229.13488795061855,Low,Low,Safe
7.5,39.93966883683453,190,9,1,1,116.46061965955252,Low,Low,Risk
4.5,10.51873544763323,1839,10,1,0,286.3646737080088,Low,Low,Safe
7.4,15.593660170521257,66,5,0,1,273.2822617345291,Medium,Low,Failure
6.4,54.00688075767117,514,1,1,1,288.7279239845597,Medium,Medium,Failure
8.3,30.42130428915729,4521,9,1,1,128.94649236614782,Medium,Low,Risk
5.5,84.37062144550846,1877,5,1,1,60.04460152201922,Low,Medium,Risk
6.8,6.395871922220615,8761,6,1,0,188.37093308831095,High,Medium,Risk
8.2,41.01393462383394,6006,4,1,0,205.74717432548036,High,Medium,Failure
4.5,37.047826943063804,139,6,1,1,38.507093550705484,Low,Low,Safe
8.2,6.836124937172098,4865,8,1,1,236.15842725447587,Medium,Medium,Risk
7.1,16.81499790504847,2901,3,1,1,6.400005708228198,High,Medium,Risk
4.3,44.29605411727035,2893,5,1,1,145.33578785555824,Low,Medium,Risk
5.4,51.82213552250743,9167,2,0,0,99.97386158897356,Medium,High,Failure
7.2,43.407525989212566,6593,2,0,1,222.35061490982613,High,High,Failure
4.3,55.43907944914891,5951,7,1,1,94.51545749912296,Low,Medium,Safe
6.6,61.53750911603974,1019,10,0,1,248.2153267215288,Low,Low,Safe
5.6,5.942763007144385,1144,10,0,1,178.89109314546235,Low,Low,Safe
6.8,49.089040148082866,6174,10,1,1,238.37411516685953,Low,Medium,Safe
4.2,96.5324278843209,7397,6,1,1,296.8128507140475,Low,High,Risk
7.9,54.30806661230713,3245,4,1,1,204.06834537732348,High,Medium,Failure
8.4,69.36651540860055,1454,5,1,0,295.50014459213156,Medium,Low,Failure
8.4,34.6270665021039,6990,1,1,1,9.622061749589898,High,High,Failure
7.4,78.52918092451245,4340,7,1,1,102.10385655665873,Medium,Medium,Risk
4.6,78.42754077823093,4032,8,0,1,33.248126104130435,Low,Low,Safe
7.4,54.5231245271432,5605,9,1,0,79.42917448394742,Low,Low,Risk
4.1,97.7213132115253,8004,8,0,0,251.82748183860656,Low,Medium,Safe
4.1,16.927270402452073,4763,5,1,0,10.664656332501004,Low,Medium,Safe
5.5,6.610028164510195,3142,3,1,1,156.53469778398573,Medium,High,Risk
6.2,78.16503011692411,4209,10,0,1,170.57148355217953,Low,Low,Safe
7.5,81.67977604966384,6358,9,1,1,168.78419285491486,Medium,Medium,Risk
7.1,16.419686766454745,7528,6,1,0,143.11382507315346,Medium,Medium,Risk
6.0,30.230369131067576,8526,5,0,1,237.39028646615685,Medium,High,Risk
5.2,6.667474519829746,4983,3,1,0,40.929383762159794,Medium,Medium,Risk
8.5,32.86431802415365,4976,6,0,0,93.8625276496854,High,Low,Risk
5.9,78.44847802227379,9429,3,1,0,185.10208998010665,Medium,High,Failure
6.0,54.206250132695,4019,10,1,0,207.5944585141188,Low,Low,Safe
4.7,38.06908135098737,3015,6,0,0,121.84038110133983,Low,Low,Risk
7.6,40.315233016101374,4369,4,1,1,262.7360077348427,High,Medium,Failure
7.1,5.128594442969475,9025,2,0,1,125.23252561207839,High,High,Failure
5.0,33.48105011869741,7158,8,0,0,121.43006417015161,Low,Medium,Safe
4.4,66.4135804556034,9191,4,0,1,11.825971184728102,Medium,High,Risk
7.1,97.54847216255392,3989,9,1,1,165.7912595222254,Low,Low,Risk
6.9,85.47077856347045,94,7,1,0,212.89557071505962,Low,Low,Risk
5.2,7.241521641325267,1860,2,0,0,35.21701089153758,Medium,Medium,Risk
8.3,90.36325744410973,4616,4,1,1,92.32439706027338,High,Medium,Failure
4.7,79.40384926336947,9071,5,1,1,234.59582918107282,Low,High,Risk
5.9,79.13573173924314,1959,3,1,1,110.40991118865905,Medium,Medium,Risk
8.2,48.50959710533929,6414,9,0,1,73.23913614997193,Medium,Medium,Risk
5.9,42.81050283067777,2631,5,1,0,201.98799840596854,Low,Low,Risk
6.9,33.7769942391533,741,2,0,1,59.83087452382503,Medium,Medium,Failure
5.8,11.241011600664748,981,3,1,0,268.80022295536986,Medium,Low,Failure
5.2,26.682359531901415,7960,9,1,0,32.57392041181615,Low,Medium,Safe
8.4,28.427345322912338,6432,7,0,1,212.25839088256527,High,Medium,Risk
5.8,50.98732162246915,3456,2,1,1,150.36506168462617,Medium,Medium,Failure
8.0,76.00721862668593,8389,9,0,1,261.10893915670107,Medium,Medium,Risk
5.0,50.01193369780493,1082,4,1,0,38.732332216844746,Low,Low,Risk
5.0,10.495222697480258,1361,9,0,0,203.69058063033026,Low,Low,Safe
4.1,95.99003109387937,8629,2,1,0,172.04433711523305,Low,High,Risk
6.9,94.55881031394067,3171,10,1,0,144.54695252977388,Low,Low,Safe
5.7,79.5930065990988,1923,4,1,1,147.93077176636785,Low,Low,Risk
7.9,99.17615064860095,9157,5,0,0,216.8711115777607,High,High,Failure
6.1,56.72582161602498,6831,2,0,0,281.3847548255118,High,Medium,Failure
8.4,96.46299327405458,3798,10,0,1,28.28424607659538,Medium,Low,Safe
4.8,12.182478858591324,327,1,1,0,6.831291635545549,Low,Low,Failure
7.9,39.73967108483028,1909,7,0,0,241.90573295187986,Medium,Low,Risk
7.5,26.411220460642753,5979,10,0,1,33.34264687767704,Medium,Medium,Safe
7.5,23.60414299275565,6842,1,0,0,296.02234202804675,High,High,Failure
7.8,18.376280144804227,4763,8,0,0,186.18512643869232,Medium,Low,Risk
7.4,64.12929594876968,4725,3,0,0,195.60905218098807,High,Medium,Failure
6.8,79.22557629599397,1220,10,0,0,60.4686191784672,Low,Low,Safe
4.6,59.938347944934264,8731,6,0,1,72.85338077870566,Low,High,Risk
4.1,18.96145741087992,9424,7,0,0,198.1457406266758,Low,Medium,Safe
8.1,82.05675814367973,5358,10,0,1,273.0083245423249,Low,Medium,Risk
6.8,65.4156971805542,2512,1,0,0,294.7347758007524,High,Medium,Failure
7.6,41.875742082064576,9872,6,1,1,60.211253042697,Medium,High,Risk
6.2,69.04237807592598,337,7,1,1,41.10176719022726,Low,Low,Risk
4.5,29.69097302806912,6003,6,0,1,17.864005970476352,Low,Medium,Risk
4.6,37.79325980695,4332,4,1,0,260.62080843023705,Low,Medium,Risk
7.1,92.16115509753907,1957,1,1,0,89.11973921008416,High,Medium,Failure
5.9,32.597928038784936,1211,9,0,0,1.5417981269062468,Low,Low,Safe
4.9,49.64888547500398,179,4,0,1,67.92160773087222,Low,Low,Risk
6.2,89.56340805262138,6387,7,0,0,102.79188294972612,Low,Low,Risk
4.3,72.23352827541511,2413,7,1,0,297.3048646795089,Low,Low,Risk
6.6,10.909306485646761,8201,2,0,0,157.5389365632674,High,High,Failure
5.2,18.993789206502182,6033,1,1,0,62.20947033093529,High,Medium,Failure
7.6,5.744951123332098,193,8,0,1,101.11068506932187,Low,Low,Risk
5.4,64.93757007177052,8257,8,1,1,99.76199857950665,Low,Medium,Safe
6.0,47.52897541398974,7519,7,1,0,6.897998192489471,Low,Medium,Risk
4.1,17.756110835716175,294,8,0,0,41.419733197257585,Low,Low,Safe
4.3,96.00374150039319,976,3,0,0,208.86374145126015,Low,Low,Risk
5.8,55.31767377483389,3228,2,1,1,36.95504498464965,Medium,Medium,Risk
6.2,27.979862940724473,2226,7,1,0,69.98954870522951,Low,Low,Risk
6.7,52.557339259697216,5052,8,0,1,105.87045222288833,Low,Medium,Risk
5.3,69.56393160983524,936,1,0,1,227.56274840618582,Medium,Medium,Failure
7.1,12.242725707488624,8582,10,1,0,175.137888495514,Medium,Low,Safe
7.9,31.096862429549738,3448,9,0,0,207.0109955115819,Medium,Low,Risk
7.5,81.6617216339794,8547,4,1,0,170.5366853006315,High,Medium,Failure
4.2,48.66816268825282,9149,4,0,1,205.39413514133884,Low,High,Risk
6.2,56.92482849306801,2704,3,0,1,1.8498039455277615,Medium,High,Risk
4.5,46.11752020989958,7442,6,0,0,279.3385451670574,Low,Medium,Risk
5.1,9.170494551085486,1421,1,1,1,34.16514903156715,Medium,Medium,Risk
8.4,20.746229082914812,7185,6,0,0,122.46847969709455,High,Medium,Risk
4.6,47.32645568047963,370,2,1,0,231.54047270321158,Low,Low,Failure
6.2,24.872619213753143,4704,9,0,1,131.13398468481776,Low,Medium,Safe
6.8,9.748007722669481,5350,2,1,1,284.10592294858725,High,High,Failure
7.2,85.14671808492325,6811,7,1,1,140.80909560113125,Medium,Medium,Risk
6.5,98.213290270591,6904,1,0,1,262.60688227519876,High,High,Failure
4.0,80.34857302969024,5555,7,1,0,243.437605895319,Low,Medium,Safe
5.5,86.10956756194336,9373,5,1,0,294.31490453680624,Medium,Medium,Risk
6.3,27.98782738011931,6603,8,1,0,278.03778644454167,Low,Low,Risk
4.4,96.25956267375398,4092,4,1,1,269.53902657915074,Low,Medium,Risk
5.6,23.707941923075698,9059,10,0,0,219.74969781532104,Low,Medium,Safe
4.1,95.38583198437406,7548,7,0,1,110.73244603319802,Low,Medium,Safe
4.4,99.50783292676535,6686,6,0,1,32.73150015090583,Low,Medium,Safe
5.8,72.61366654587464,7412,5,1,1,206.90487062705262,Medium,High,Risk
4.6,98.20865452022308,61,4,1,0,293.6175703200515,Low,Low,Risk
6.6,59.10627905887485,244,7,0,1,218.2547267622288,Low,Low,Risk
7.1,29.656469401728582,2587,5,0,1,278.69008141392334,Medium,Medium,Failure
7.6,46.51460913823398,2892,5,1,1,241.4871091736995,Medium,Medium,Failure
4.9,61.388288860984666,2279,1,0,1,49.771287859886954,Low,Medium,Failure
4.8,11.942748392566424,3059,2,0,1,75.5119274067949,Medium,Medium,Risk
4.5,64.12261013863838,8034,5,1,1,103.21781492694276,Low,High,Risk
6.9,98.21189449241798,2127,3,0,1,51.30987285706323,Medium,Medium,Failure
7.2,23.060226729454126,7895,2,1,1,174.913748469229,High,High,Failure
4.1,80.29653604739642,3917,4,0,1,292.6597067163504,Low,Medium,Risk
8.2,91.25038540906384,4923,4,1,1,228.6761911974114,High,High,Failure
4.2,94.65165131792098,8685,4,1,1,127.5926379711711,Low,High,Risk
6.4,96.21288241851748,347,4,1,1,2.3468398131063095,Low,Medium,Risk
7.2,54.538665678539836,5906,3,1,0,94.66952733031543,High,Medium,Failure
7.9,97.84425125919284,9086,7,1,0,158.50102701997235,High,Medium,Risk
7.2,76.94446967777169,1065,9,0,1,97.95101128173921,Low,Low,Risk
7.6,20.35878644251138,1434,5,0,1,34.199441984134,Medium,Low,Risk
5.5,50.30551011445715,9639,4,0,1,133.38672210170648,Medium,High,Risk
7.7,73.24146166034038,8795,2,1,0,76.72259227274915,High,High,Failure
4.4,28.497330002812916,2400,2,0,0,272.86048056198894,Low,Low,Failure
8.0,65.8584424371443,1319,5,1,0,31.424604021803706,Medium,Low,Risk
6.5,68.32704550942883,1310,7,1,1,15.696635988688403,Low,Low,Risk
7.7,20.45647566181376,7751,10,0,1,2.5889365773037523,Medium,Medium,Safe
6.0,58.68310468301185,8426,10,1,1,99.09283566121167,Low,Medium,Safe
6.9,78.30455654296773,4613,9,0,1,198.45566462206568,Low,Low,Risk
6.4,52.39508813091448,6947,7,1,0,219.39371211165601,Medium,Medium,Risk
7.3,6.149796093730205,5722,5,1,1,136.52524333113521,Medium,Medium,Risk
4.4,5.858654562532757,5643,10,0,0,205.61426648612473,Low,Low,Safe
4.3,38.91778767715116,6205,10,1,0,108.61429682839366,Low,Low,Safe
5.1,92.9884365010193,5593,10,0,1,200.67405977599847,Low,Medium,Safe
4.7,26.724294062342832,7290,6,1,0,13.138199605409648,Low,Medium,Safe
7.9,65.26455044281028,4733,3,0,0,117.83514238553424,High,Medium,Failure
5.0,26.097207715865455,1931,5,1,0,237.46405361232055,Low,Low,Risk
8.4,35.55864901765712,8763,8,0,0,241.0988031072414,High,Medium,Risk
5.5,85.56399851214098,3859,1,0,1,215.1284848838327,Medium,Medium,Failure
4.8,74.24183701564495,5857,1,1,1,62.067347550389464,Medium,High,Failure
7.6,14.06293134475501,4933,7,0,0,74.91433056025934,Medium,Low,Risk
7.0,45.72669199371119,7256,5,1,1,298.83052945208914,Medium,High,Failure
6.2,7.771127546300125,4205,5,1,0,31.910024153386008,Medium,Medium,Risk
6.5,50.68456392728586,4723,1,0,1,55.01814697182041,High,High,Failure
7.2,67.93123111160148,1459,9,0,1,39.87785043938965,Low,Low,Safe
5.0,16.2577492418244,9936,1,0,1,98.96883414140106,High,High,Failure
8.5,32.444069196370734,5247,5,0,1,63.842574734943085,High,Medium,Risk
8.4,42.79447942270491,7502,10,0,1,149.80869990478385,Medium,Medium,Risk
6.9,92.35544734232472,8768,9,1,0,143.33019135715585,Low,Medium,Risk
4.9,99.35922646518158,2222,4,0,1,270.55018021593963,Low,Medium,Risk
7.1,9.266573404583507,329,8,1,0,11.387244285989663,Medium,Low,Risk
4.3,77.29575273206224,4027,6,0,0,96.64399342366124,Low,Low,Safe
4.1,40.31378630822261,2719,3,0,1,179.40070970712998,Low,Medium,Risk
5.2,42.2835276918006,7875,4,0,0,181.8357267913452,Medium,Medium,Risk
6.1,76.65517246796716,9993,2,1,1,144.55774247524855,High,High,Failure
7.9,92.25051105381382,4031,1,0,0,244.8839967035755,High,Medium,Failure
7.3,95.3382164777421,4819,8,1,0,19.75392925292318,Low,Medium,Safe
7.3,59.82664567364048,5297,1,1,1,244.83084190846063,High,High,Failure
5.9,38.926510133547765,4477,1,1,1,148.9315178902754,High,High,Failure
5.6,79.81716315658403,6185,4,0,1,40.994447828023645,Medium,Medium,Risk
5.7,28.845131409918526,5623,10,1,1,265.8248721486028,Low,Medium,Safe
8.4,58.58703273918419,4181,10,0,0,195.11940508274807,Low,Low,Risk
4.2,39.06495384486295,9950,6,1,1,49.900160360417644,Low,High,Safe
7.9,67.37995200224823,7239,9,0,0,11.061267296308957,Medium,Low,Safe
6.6,27.837896724883155,4585,1,1,0,43.19178485146213,High,Medium,Failure
6.0,23.20132984480845,2826,7,0,0,183.03059009393766,Low,Low,Risk
7.3,92.23271323416652,9361,10,0,0,54.609574342754485,Medium,Medium,Safe
6.2,14.671349880206005,7747,5,0,0,68.5031593876334,Medium,Medium,Risk
7.9,53.06600123481851,8436,8,1,0,8.51677800113794,Medium,Medium,Risk
8.1,25.98101438148585,712,7,1,1,217.1562709993425,Medium,Low,Risk
5.9,8.698346515938407,8721,4,0,0,243.2989555280717,Medium,High,Failure
5.2,8.421787737685507,8094,4,1,0,239.25760485486484,Medium,Medium,Risk
6.7,21.646068350053596,4268,6,1,0,39.142877257920986,Medium,Low,Risk
8.1,87.34318367807002,9665,6,1,1,271.08703708923906,Medium,High,Risk
4.9,31.835480677817532,5110,9,1,1,202.01137001274992,Low,Medium,Safe
6.8,95.29362120465309,5924,5,1,0,269.3610580906825,Low,Medium,Failure
6.8,60.25411783397339,5631,8,1,1,134.70099085466842,Low,Medium,Risk
7.3,46.47834802803278,2064,5,1,0,131.64950346402563,Medium,Low,Risk
4.6,60.10843929359819,3839,2,0,1,235.5764190867837,Medium,Medium,Failure
7.2,54.08634659649544,9153,6,0,0,28.896058787546313,Medium,Medium,Risk
8.1,77.08374410694589,7198,9,1,1,156.74133695383082,Medium,Medium,Risk
4.8,31.837126267420963,7816,3,0,1,251.07888645373646,Medium,High,Failure
5.1,38.53978720202873,2414,1,0,1,249.22757635780184,Medium,Medium,Failure
8.4,89.93895874065882,3679,1,0,0,286.88372404636834,High,Medium,Failure
4.8,94.91336874928852,5969,3,1,0,209.7835054656334,Low,Medium,Risk
7.8,89.79303161121508,5725,10,1,0,63.123418202478774,Medium,Low,Safe
6.2,44.84755942594479,8922,5,1,1,7.063814153479665,Medium,High,Risk
5.1,79.13472278565376,6688,3,1,1,144.34532378950348,Medium,High,Risk
7.9,50.25189466360438,4701,9,1,0,154.5974558211441,Medium,Low,Risk
6.0,52.26628595387971,659,8,0,1,72.83851276518051,Low,Low,Safe
6.3,24.444610360441974,7990,3,1,0,38.284536689957356,High,Medium,Risk
5.6,61.15737880955906,3916,9,0,0,176.2762416909622,Low,Low,Safe
6.7,22.682910286568053,421,6,1,0,229.51244653321825,Low,Low,Risk
4.7,36.498646411383405,7048,7,0,0,297.953076973458,Low,Medium,Risk
5.8,86.22786915389383,665,4,1,1,227.73248254594503,Low,Medium,Failure
8.4,24.672201875031245,6961,4,1,1,238.2960918624187,High,High,Failure
5.2,11.760037091476118,6060,2,1,1,185.32180259041044,Medium,High,Failure
7.0,11.555721298217549,2303,5,1,0,295.79087503203533,Medium,Low,Failure
5.5,94.37452944779525,4992,8,1,1,192.34695914925655,Low,Medium,Risk
7.5,53.15744160637429,914,7,1,0,258.2157326335116,Low,Low,Risk
4.6,43.89414682261674,1318,7,0,0,283.78960922604574,Low,Low,Risk
8.4,82.03346519575226,7504,6,1,0,279.0276916496677,High,Medium,Failure
6.0,84.40346315149903,9026,3,0,0,115.0431877912236,Medium,High,Failure
5.1,36.558148145982436,4621,5,1,0,24.519955435963336,Low,Medium,Risk
4.3,70.89371546001055,5279,1,0,0,52.3902370592348,Medium,Medium,Failure
4.8,78.25666750592923,2287,7,0,1,18.707768313585635,Low,Low,Safe
6.3,67.19181525226568,4104,9,0,1,32.513683513912866,Low,Low,Safe
5.5,19.40153210600944,985,1,0,1,56.21072252221559,Medium,Medium,Failure
7.7,88.20889293412041,6444,2,0,1,102.98720065963312,High,High,Failure
5.9,56.213982509920825,7941,3,0,0,163.51835432594766,Medium,Medium,Failure
5.1,31.834880505150352,375,3,1,0,213.7929357471707,Low,Low,Failure
6.8,45.396677616580924,9776,8,0,1,64.06727349584708,Medium,Medium,Risk
7.2,8.5692535878962,7824,7,1,1,202.08419886720367,Medium,Medium,Risk
4.8,17.14734611612967,3911,6,1,1,211.57346327622346,Low,Medium,Risk
4.8,77.72694129900678,2035,10,0,1,168.02807872299064,Low,Low,Safe
4.2,5.001105301759783,4982,10,0,1,271.1817430698145,Low,Medium,Safe
7.3,44.57375370581776,4653,4,1,1,34.187449362621386,Medium,Medium,Risk
7.0,54.6384672031309,2828,9,0,1,53.959315823123426,Low,Low,Safe
6.1,10.190269900092368,9512,1,0,1,129.17078249245597,High,High,Failure
7.8,97.44242548237162,8882,2,0,0,38.88710783503742,High,High,Failure
7.6,26.481906468718833,7804,4,0,0,170.32254697350214,High,Medium,Failure
6.6,33.89887836544668,4128,3,0,0,120.1217395162179,Medium,Medium,Failure
7.9,33.8745386642276,1417,1,0,0,86.09414256623961,High,Medium,Failure
4.9,26.88958290114824,4092,5,0,1,51.826954092273546,Low,Medium,Risk
4.5,5.140013098199584,2625,7,1,0,101.26613326611488,Low,Low,Safe
5.2,74.28775543835965,6804,2,0,1,182.77984589887026,Medium,High,Failure
4.3,96.8503224809321,1631,5,1,0,173.15977805593405,Low,Low,Risk
6.4,26.30788091207928,2036,6,1,1,49.923576062859915,Low,Medium,Risk
8.2,67.98948322132513,2290,7,1,1,38.35102341144939,Medium,Low,Risk
